collection,path
https://registry.cdlib.org/api/v1/collection/2/,UCD/Yolo
https://registry.cdlib.org/api/v1/collection/5/,UCD/Halberstadt
https://registry.cdlib.org/api/v1/collection/19/,UCI/Cochems
https://registry.cdlib.org/api/v1/collection/20/,UCI/McMillan
https://registry.cdlib.org/api/v1/collection/21/,UCI/Gearhardt
https://registry.cdlib.org/api/v1/collection/25/,UCI/Loring
https://registry.cdlib.org/api/v1/collection/32/,UCI/Rorty
https://registry.cdlib.org/api/v1/collection/36/,UCI/VAOHP
https://registry.cdlib.org/api/v1/collection/65/,UCI/LIJA
https://registry.cdlib.org/api/v1/collection/66/,
https://registry.cdlib.org/api/v1/collection/67/,UCM/MercedMugBook
https://registry.cdlib.org/api/v1/collection/68/,UCM/Mclean
https://registry.cdlib.org/api/v1/collection/69/,UCM/AnglesCamp
https://registry.cdlib.org/api/v1/collection/76/,UCM/Nightingale
https://registry.cdlib.org/api/v1/collection/77/,UCR/OralHistory
https://registry.cdlib.org/api/v1/collection/78/,UCR/UAPhotographs
https://registry.cdlib.org/api/v1/collection/79/,UCR/SabinoOsunaPapers
https://registry.cdlib.org/api/v1/collection/80/
https://registry.cdlib.org/api/v1/collection/81/,UCR/GeorgeFujimotoDiaries
https://registry.cdlib.org/api/v1/collection/82/,UCR/Highlander
https://registry.cdlib.org/api/v1/collection/104/
https://registry.cdlib.org/api/v1/collection/106/
https://registry.cdlib.org/api/v1/collection/108/
https://registry.cdlib.org/api/v1/collection/127/
https://registry.cdlib.org/api/v1/collection/132/
https://registry.cdlib.org/api/v1/collection/189/
https://registry.cdlib.org/api/v1/collection/190/
https://registry.cdlib.org/api/v1/collection/191/
https://registry.cdlib.org/api/v1/collection/192/
https://registry.cdlib.org/api/v1/collection/193/
https://registry.cdlib.org/api/v1/collection/194/
https://registry.cdlib.org/api/v1/collection/195/
https://registry.cdlib.org/api/v1/collection/196/
